Author	AuthorGender	Concept	ConceptPair	Form	Gender	Manual	Register	Sentiment_Neutral	Sentiment_Positive	Source	Text	Year	confidence	gpt-3.5-turbo	gpt-4	sentiment
_	_	brother	Sibling	兄弟	Male		NEWS	Yes	NA	CNA	昨日晚上台中特偵小組前往蕭登標、蕭登旺兩兄弟服務處,帶走了分別在嘉義市議會和服務處拍攝的錄影帶,不過,特偵小組人員表示,並未從錄影帶內容發現明顯證據,這兩卷錄影帶「有等於沒有一樣」。	2001	0.94842654466629	Neutral		Neutral
_	_	girl	Not_Adult	女孩	Female		NEWS	Yes	NA	XIN	年初一上午,他从儿童福利院抱回了两岁的女孩焦卫,在得知小焦卫患有先天性心脏间膈膜部缺损后十分着急。	1994	0.619402587413788	Neutral		Neutral
_	_	woman	Adult	女人	Female		NEWS	No	Yes	XIN	她是感情丰富的女人,与外籍丈夫荷西有过一段浪漫而富有特色的生活,终生难忘。	1991	0.997544229030609	Positive		Positive
王凡凡	_	brother	Sibling	弟弟	Male		NEWS	Yes	NA	XIN	当有记者问他现在希望得到什么帮助时,王长勇一时哽咽,表示他在台湾还有70多岁的母亲,有太太和两个孩子,有弟弟妹妹,他们全都不知道自己做了这份“工作”。	2004	0.945206105709076	Neutral		Neutral
_	_	woman	Adult	女人	Female		NEWS	No	No	CNA	這些衛道者認為,選美會容許穿著極少的女人公開亮相,大大違背奈及利亞的傳統禮教,特別是選美會又選在回教齋戒月舉行。	2002	0.991990983486176	Negative		Negative
_	_	wife	Spouse	妻子	Female		NEWS	No	Yes	CNA	余政憲讚揚楊椪老太太福德兼具,且五代同堂,在現今社會更屬難得,而全家同一戶籍中,與楊老太太同住的三子八十二歲葉火木及其妻子八十歲的葉林招治都符合領取資格。	2002	0.985472500324249	Positive		Positive
_	_	brother	Sibling	弟弟	Male		NEWS	No	Yes	CNA	他在演說的過程中,臉上一直流露出堅定且寧靜的表情,他的弟弟穆葉王子陪在他的旁邊。	1999	0.958278715610504	Positive		Positive
_	_	wife	Spouse	妻子	Female		NEWS	Yes	NA	XIN	他的英语基础比较薄弱,为记住单词和语句,就每晚从航天员公寓往家里打电话,让妻子张玉梅在电话里提问。	2003	0.791385293006897	Positive		Neutral
_	_	girl	Not_Adult	女孩	Female		NEWS	No	Yes	XIN	郑婕,一个生在奥地利、长在奥地利的华裔女孩,一名北京2008年奥运会的海外志愿者。	2008	0.908724963665008	Neutral		Positive
_	_	boy	Not_Adult	男孩	Male		NEWS	Yes	NA	CNA	優格男孩這支翻唱的單曲「接納我」明天台灣發行,而「忍尿駭客任務MTV」目前已經在台灣電視台播映。	2000	0.689207792282104	Neutral		Neutral
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	No	XIN	80岁高龄的婆婆突然肝病恶化,卧床不起,水米不进。	1996	0.99213320016861	Neutral		Negative
刘丹	_	daughter	Child	女儿	Female		NEWS	No	Yes	XIN	以两大指标衡量,上海妇女儿童的发展水平正朝着与世界发达国家水平接近的趋势发展。	2004	0.972185552120209	Neutral		Positive
_	_	husband	Spouse	丈夫	Male		NEWS	No	No	XIN	几乎是婆婆病倒的同时,倍尝生活艰辛的丈夫也因腹部胀痛难忍,被送往医院,诊断是晚期直肠癌,又从医院抬了回来。	1996	0.973300993442535	Neutral		Negative
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	XIN	”罗曼说:“每次排练都是从学校直接赶过来,家中9岁的孩子没法照顾,好在公公、婆婆大力支持:‘你干的是大事,家里这点小事就交给我们好了’”。	1997	0.988385677337646	Positive		Positive
_	_	sister	Sibling	妹妹	Female		NEWS	No	Yes	XIN	老大卢的花14岁时,父母亲相继去世,她一人拉着两个妹妹长大。	1997	0.931027591228485	Positive		Positive
_	_	sister	Sibling	妹妹	Female		NEWS	Yes	NA	CNA	兩年半前,查爾斯王子的妹妹安妮公主和夫婿菲利普宣告分居,今天則傳出安德魯王子將與莎拉王妃分手的消息。	1992	0.59617555141449	Neutral		Neutral
_	_	husband	Spouse	丈夫	Male		NEWS	No	Yes	CNA	女性認為,睪固酮量高且外表陽剛的男性具有吸引力,但她們認為,這種男性可以是短期交往對象,而對孩子有興趣的男人,才可能長期交往,甚至成為自己的丈夫。	2006	0.802704274654388	Neutral		Positive
_	_	brother	Sibling	兄弟	Male		NEWS	Yes	NA	CNA	許芳瑜說,邱姓兄弟向社會局表達想工作的強烈意願,於是透過勞工局幫兩兄弟尋找工作,後來線西鄉一家工廠願意提供兩人工作機會。	2007	0.693680286407471	Neutral		Neutral
_	_	husband	Spouse	丈夫	Male		NEWS	No	No	CNA	隨後南西以地毯包裹丈夫屍體,放置在一間貯藏室裡。	2010	0.979623377323151	Negative		Negative
_	_	wife	Spouse	妻子	Female		NEWS	No	No	CNA	因屋內多為木材等易燃物,火勢一發不可收拾,當場造成邱敏雄妻子及2名讀國中的外孫死亡,郭旗山隨即逃逸,於6月25日遭警逮捕。	2010	0.964535295963287	Negative		Negative
_	_	wife	Spouse	妻子	Female		NEWS	No	Yes	CNA	青年攝影家陳逸宏拍攝妻子的外婆,七十八歲的劉邱玉梅,帶大家認識基隆勤勞刻苦討海人,出海捕魚的前置作業樸實的一面,充滿豐富的生命力,就在生活週遭。	2008	0.601554334163666	Neutral		Positive
_	_	man	Adult	男人	Male		NEWS	No	No	CNA	結果發現每一名單獨去商店的男人回來之後心跳和血壓都大大的升高,女人當中則每四人才有一人如此。	1998	0.959484279155731	Neutral		Negative
_	_	wife	Spouse	妻子	Female		NEWS	No	Yes	CNA	台北榮民總醫院調查指出,愛滋病患家人有九成願意照顧患者,而且以母親、妻子照顧罹病孩子、先生最為可佩,然而愛滋病在國內是難以啟齒的疾病,家人有苦無處說,病人容易有自殺念頭。	1999	0.995856821537018	Positive		Positive
_	_	man	Adult	男人	Male		NEWS	No	Yes	XIN	而王嘉玲说:“干好这行就是要用女人的心,借男人的胆。	1993	0.500508248806	Neutral		Positive
_	_	sister	Sibling	妹妹	Female		NEWS	No	Yes	CNA	李明鍾說,在未來的治療過程中,醫療團隊決定會不計任何成本,跟小妹妹一起奮鬥,把醫療團隊的專業及知識,為小妹妹做最好的治療。	2005	0.993486404418945	Positive		Positive
_	_	mother	Parent	媽媽	Female		NEWS	No	Yes	CNA	張俊雄說,他六年前偕同太太參觀台南一家育幼院時,看到一位媽媽無怨無悔地照顧重度殘障孩子,令他十分感動,如今他又看到這些愛心媽媽們對身心障礙孩子付出的愛心及心血,令他感佩。	2008	0.998844385147095	Positive		Positive
_	_	mother	Parent	母親	Female		NEWS	No	No	CNA	黃主文致詞時表示,他在尚未出生前,父親就已經過世,而母親在含辛茹苦下養育他成人,過程備極艱辛;童年的他在放學後必須賣冰棒過日,雖然求學過程經常受同學歧視,但憑藉自己的毅力與努力終於考上法律系,通過司法官、律師考試。	1999	0.690709173679352	Positive		Negative
_	_	wife	Spouse	妻子	Female		NEWS	No	Yes	CNA	他一九九六年被派往倫敦任職,一九九九年在巴黎度週末時遇見現在的妻子瑪莉安娜,她目前懷胎七月,將生下他們兩人的第一個小孩。	2002	0.98659086227417	Positive		Positive
_	_	father	Parent	父親	Male		NEWS	No	Yes	CNA	這次珍妮佛跟布萊德敲定要舉行婚禮的消息傳出後,雖然南茜在接受訪問時,不斷表示她很高興女兒找到這麼一個好歸宿,但在女兒大喜之日,這個做媽媽的卻缺席了,只剩珍妮佛的父親約翰獨自前往婚禮接受眾人的賀喜。	2000	0.936922490596771	Neutral		Positive
_	_	woman	Adult	女人	Female		NEWS	No	Yes	XIN	五年来,各地妇女参政情况明显改善,女干部、女人大代表比例逐年提高,妇女政治权利得到进一步保障。	1997	0.997298777103424	Neutral		Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	CNA	侯彩鳳與其九十四歲的母親及八十二歲的婆婆一起在大同醫院出席記者會,黃啟川女兒也到場,侯彩鳳等四人淚灑會場,同聲譴責暴力,最後並與多名婦人掛上口罩,進行無言抗議。	2002	0.751096546649933	Neutral		Positive
_	_	brother	Sibling	兄弟	Male		NEWS	No	No	XIN	1997年隆冬时节,得知陕南镇安县茅坪回族镇的回族兄弟生活贫困,雷仁义坐不住了。	1998	0.700512647628784	Neutral		Negative
_	_	father-in-law	Parent_In_Law	岳父	Male		NEWS	No	No	CNA	另六筆座落桃園龜山的土地,是岳父過世後由太太繼承,但僅持分千分之五,約一百五十五坪,而在台北的住宅都是公寓,也只持分土地。	1993	0.850253760814667	Neutral		Negative
_	_	brother	Sibling	兄弟	Male		NEWS	Yes	NA	CNA	李曼兄弟證券公司的首席股票交易員強森 (Matt Johnson)說,美國政府逐步走向攻伊戰爭,市場有一股緊張的氣氛,沒人願意在這種時刻大方加碼買進。	2002	0.945037007331848	Neutral		Neutral
_	_	boy	Not_Adult	男孩子	Male		NEWS	No	Yes	XIN	“那个男孩子天天在这里照顾她,一丝不苟,让我们深为感动。	2005	0.998776376247406	Positive		Positive
_	_	man	Adult	男人	Male		NEWS	No	No	CNA	鄭麗君選後低調結婚,小英獲悉後很開心,但卻傷透黨內一堆男人的心。	2010	0.990734696388245	Negative		Negative
_	_	husband	Spouse	丈夫	Male		NEWS	Yes	NA	CNA	在此事揭露的同時,一名聯邦檢察官正持續調查二零零三年中情局幹員普拉姆的身份遭洩露案,而在洩密事件發生前,普拉姆擔任外交官的丈夫曾對布希政府進兵伊拉克的理由加以批評。	2006	0.801616907119751	Neutral		Neutral
_	_	mother	Parent	母親	Female		NEWS	No	No	CNA	上週兩人宣布取消婚禮後,八卦媒體一度傳出亞瑟小子因為母親反對這門親事而決定取消婚禮。	2007	0.967059850692749	Negative		Negative
_	_	husband	Spouse	丈夫	Male		NEWS	No	No	CNA	警方表示,二十一歲的林姓女子,在大陸已離過兩次婚,嫁來台灣兩個月餘,住在高雄市左營區維新路一棟五樓透天屋,丈夫發現她以往在大陸的離婚紀錄後,雙方從此感情不睦,林女因此一直悶悶不樂。	2000	0.690072774887085	Negative		Negative
_	_	man	Adult	男人	Male		NEWS	No	Yes	XIN	王礼川对足球有着自己独到的理解:“我相信这样一句话:生为男人就应该踢球。	1998	0.87438303232193	Positive		Positive
_	_	mother	Parent	媽媽	Female		NEWS	No	Yes	CNA	劉俠女士也蒞臨會場頒發「網頁設計班」第一名畢業的學習優良獎給從小罹患類風濕性關節炎的李佩倫,她是在病床上用紅外線滑鼠一點一點學習製作網頁,她為了參加今天的活動,兩週前學習坐輪椅,又是人生的另一個開始;而為吳淑珍製作賀卡的梁瑞鈞也說,10年前車禍至今總算有一份工作,可以拿到第一份薪水交給長年照顧他的媽媽,場面非常感人。	2002	0.99730658531189	Positive		Positive
_	_	father-in-law	Parent_In_Law	公公	Male		NEWS	Yes	NA	CNA	中華航空公司日本公公司負責人張太士今天說,機械故障可能是上週華航名古屋空難的原因之一。	1994	0.79408323764801	Neutral		Neutral
_	_	man	Adult	男人	Male		NEWS	No	Yes	XIN	安琦、杜威、曲波、杨璞等这样一批“小虎队”不仅激活了中国队的斗志,而且成为在绿茵场上征战中成长起来的刚强斗士,完成了从男孩到男人转变。	2001	0.829557240009308	Positive		Positive
_	_	girl	Not_Adult	女孩	Female		NEWS	No	Yes	CNA	嘉義市三歲小男孩陳禹函,在父母投入嘉義家扶中心永久認養人的行列後,也捐出他的壓歲錢,認養一名五歲楊姓小女孩,成為雲嘉南年紀最小的認養人,一家子愛心洋溢,讓家扶中心人員感動不已。	1997	0.970228910446167	Neutral		Positive
_	_	mother	Parent	母親	Female		NEWS	No	Yes	CNA	童真的畫面中細細流洩親子間互動的甜蜜,母親綿長的愛,就像一朵朵笑開的花,在孩子的人生旅途中搖曳綻放,母愛的呵護,讓兒女能踏穩人生的每一個腳步,歡喜迎向燦爛的未來。	2004	0.998116135597229	Positive		Positive
_	_	son	Child	兒子	Male		NEWS	No	Yes	CNA	他表示,陳總統的想法是「自己的兒子才是兒子,別人的兒子就不是兒子」,江澤民比香港特首董建華更能代表整個中共,李遠哲邀請江澤民的作法,換成別人早就被罵臭頭,如果總統對李遠哲表現可以打九十九分,馬英九表現應該打一百二十分。	2002	0.881503522396088	Negative		Positive
_	_	brother	Sibling	兄弟	Male		NEWS	Yes	NA	CNA	另外,鷹隊投手群還有職棒三年兄弟象隊的尼洛前來投奔,這名多明尼加籍的左投手,去年曾被美國大聯盟匹茲堡海盜隊網羅,威力當不在話下;不只於此的是,鷹隊預計明天將有另一名年薪二百多萬美元的美國大聯盟紐約洋基隊選手抵台,使投手戰力更加如虎添翼。	1996	0.862482488155365	Neutral		Neutral
_	_	woman	Adult	女人	Female		NEWS	No	Yes	XIN	陈慕华指出,亚太地区贫困妇女人数最多,占全球贫困妇女的百分之六十左右。	1994	0.984802663326263	Neutral		Positive
_	_	brother	Sibling	弟弟	Male		NEWS	No	No	CNA	高雄市五歲受虐童駱力菖命案主嫌犯劉朝坤,今天凌晨在雲林縣落網,他坦承殺害駱力菖,並供稱駱力菖的弟弟駱立傑是自己喝肥皂水死亡,屍體已丟棄一年半。	1999	0.866014420986176	Negative		Negative
_	_	girl	Not_Adult	女孩	Female		NEWS	No	No	CNA	來自澳洲的女性首席檢察官德爾克波爾在最後的總結發言時指出,慰安婦阿媽們出席作証的勇氣深深值得稱贊,和日本政府迄今未能勇敢面對這個問題的態度形成對比,她強調當年絕大多數被害者都還只是「女孩」。	2000	0.860529363155365	Neutral		Negative
_	_	son	Child	儿子	Male		NEWS	No	Yes	XIN	他的家人在葬礼上发表的声明中说:“我们终于让我们心爱的儿子、丈夫、兄弟和父亲长眠于自己的家乡,丹尼尔・珀尔将继续激励着他的家人和数百万被他这一生和他的死所深深打动的朋友和陌生人。	2002	0.998734414577484	Positive		Positive
樊曦	_	boy	Not_Adult	男孩	Male		NEWS	No	Yes	XIN	由于中国的社会保障制度还不够完善,许多家庭普遍希望多生孩子,特别是传统上认为有“养儿防老”作用的男孩。	2005	0.922183275222778	Neutral		Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	XIN	好在丈夫和婆婆都很支持我”。	1994	0.998958826065064	Positive		Positive
_	_	brother	Sibling	兄弟	Male		NEWS	No	Yes	XIN	树木葱笼,鲜花娇嫩,满园的鸟儿也引吭高歌,欢迎56个民族的兄弟姐妹。	1999	0.998686254024506	Positive		Positive
_	_	brother	Sibling	哥哥	Male		NEWS	No	Yes	XIN	火箭队和热火队的比赛可谓是范甘迪兄弟之争,这也是热火队主教练、哥哥斯坦在NBA职业生涯中首次战胜火箭队教头、弟弟杰夫。	2004	0.570847868919373	Neutral		Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	CNA	安梅說,當她看到巴藍妮婆婆下車時就覺得她是一位仁慈老人,馬上認定她就是她要認領的婆婆。	2002	0.99075198173523	Positive		Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	No	CNA	郭雅慧表示,全家四個成人有三人罹病,公公謝武光六十六歲,突然罹患肝癌,今年一月二十四日病逝,從發病到身故僅一個半月,婆婆十年前開刀傷口最近突然裂開;自己一向健康,最近發現脖子有小硬塊,到高雄長庚醫院檢查,醫師初步診斷可能是淋巴癌。	2007	0.760309636592865	Negative		Negative
_	_	father	Parent	父親	Male		NEWS	Yes	NA	CNA	立法院國防委員會今天上午舉行「尹清楓案與相關弊案調查進度問題」專案報告,尹清楓父親尹鐸在會中表示,希望軍方早日破案,同時能從優撫卹,安慰家屬。	1994	0.870634257793427	Positive		Neutral
_	_	husband	Spouse	丈夫	Male		NEWS	No	No	CNA	台中市一名婦人嫁入豪門逾三十年沒有生育,在家中沒有地位,因丈夫外遇,日前拿著丈夫、婆婆的照片到台中工業區民義祠許願,並將照片埋在香爐裡,被常在附近走動的張森田撞見,偷走照片向婦人勒索,遭婦人報警逮捕,全案今天由台中地檢署依竊盜及恐嚇取財罪嫌提起公訴。	2008	0.995625257492065	Negative		Negative
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	CNA	立法院司法委員會今天由民主進步黨籍立法委員周伯倫(北縣)擔任主席,在婦女新知與晚情婦女協會組成的婆婆媽媽遊說團「旁聽監督」,新黨籍立委謝啟大(新竹)、陳癸淼(澎湖)支持下,通過第一零五五條文。	1995	0.638860404491425	Neutral		Positive
张泽远	_	sister	Sibling	妹妹	Female		NEWS	No	Yes	XIN	陈淑华是家中的长女,下面有两个妹妹。	2002	0.930802583694458	Neutral		Positive
