Form	Year	Register	Source	Text	Label	Score
woman	1999	FIC	FantasySciFi	  though she seemed to be; or possibly she miscarried almost at once. Another woman miscarried at midterm. Two women remained pregnant, but their children died at birth	LABEL_0	0.985883892
woman	1997	FIC	Esquire	  . He draws the people in the balconies, toasting the parade below. One woman pulls a poodle by a braided-leather leash. The two of them look bewildered,	LABEL_0	0.990261257
woman	1992	FIC	BellesLettres	  they saw each other and both of them would have spoken then but that the woman suddenly looked down at her lap and began to fumble at her handbag. Her	LABEL_0	0.992860258
woman	1995	FIC	ParisRev	  this is happening because A. laughed at a photograph in a supermarket-tabloid article about a woman whose sweet white kitty began to resemble Hitler: the diagonal shock of dark hair	LABEL_0	0.993844628
woman	1994	FIC	Mov:BleedingHearts	  on her back on a bench, her hands crossed over her chest. The woman's calves and feet are filthy, cracked, and bloody. Lonny stops,	LABEL_0	0.994738758
woman	1993	FIC	StrangeDevices	  " It doesn't do a thing for me, " she once told a woman who was hesitating and examining her dubiously, " but you don't have to	LABEL_0	0.932055831
woman	1992	FIC	GoatsMilk	  forced to remember that somewhere in the world, at this very moment, a woman, maybe a hundred women and men, maybe more (no longer, for	LABEL_0	0.994229555
woman	1997	FIC	Downsized	  speak only for myself? " # It was hard to imagine George in any woman's bed, though, long ago, Spear learned not to be surprised by	LABEL_0	0.626186073
woman	1993	FIC	DirtyWork	  gist. Except this particular version was not really an act of faith; this woman knew what she was getting out of it. And what she wasn't getting	LABEL_0	0.987530589
woman	1999	FIC	BagBones	  My wife says I've just got a naturally thick skull. I saw the woman driving the Toyota, Mrs. Easterling, thrown across the console between the front bucket	LABEL_0	0.986056685
woman	1997	FIC	FantasySciFi	  them with new ones. Curious, I wandered back and looked again. Fool woman had put Saturday's program up a day early. I caught up with her	LABEL_0	0.98181653
woman	1995	FIC	StellaGotGrooveBack	  was her right, so long as no one was hurt. Otto had no woman she knew of; there might be one he would go back to in Europe	LABEL_0	0.967211068
woman	1997	FIC	Analog	  unsettling second to get the joke. But the humor disguises a poignant situation-a young woman trying to be, for her father, the son he could never have.	LABEL_0	0.991835713
woman	1993	FIC	FarriersLane	  longer see him, she turns and heads down Prospect Park West behind a silver-haired woman struggling with a Jack Russell terrier who seems determined to pull her into the middle	LABEL_0	0.979647517
woman	1993	FIC	DirtyWork	  crying. He rested on the platform, which had become as soft as a woman's breast. It was late, he was tired, and the train did	LABEL_0	0.992247701
woman	1999	FIC	FootSaintCatherine	  in his mind's eye the monk's gaze, the gaze of the dark woman from the vaporetto. He coughed into his handkerchief, rose abruptly from the kneeler	LABEL_0	0.992146194
woman	1999	FIC	MurderOnAstorPlace	  . How long has she been pushing? " she asked the neighbor. The woman opened her mouth to reply, but an anguished wail from the doorway startled them	LABEL_0	0.993449032
woman	1999	FIC	FourScore	  I picked my way over rotting porch steps and knocked on the door. The woman who answered was faded glory in a bathrobe. It was getting to be mid-afternoon	LABEL_0	0.558778107
woman	1995	FIC	FantasySciFi	  woman. # She pulls me along with her. I keep thinking of the woman's hand and wrist turned black with grime. I remember my mother's face	LABEL_0	0.971828938
woman	1999	FIC	FantasySciFi	  child and will never be again. So I will deal with you as a woman. If a man comes for me, he comes for me. Not you	LABEL_0	0.977497518
woman	1993	FIC	Xanadu	  a touch of irony: " So young Archibald McBride was tricked by an old woman and a jackleg preacherman " " Umhuh, " Ben said. " A jackleg	LABEL_0	0.990562499
woman	1993	FIC	StrangerHere	  up old scandals. I shouldn't have to spell all this out for a woman of your intelligence, Kelsey. Do you want your father to suffer for this	LABEL_0	0.978414595
woman	1994	FIC	SouthernRev	  back, I did the only thing left to do. # I became a woman. # I sit in bed, my back against pillows, powerless, cradling	LABEL_0	0.994721413
woman	1994	FIC	coca_mag	  was not a single erotic thing about her. # This wasn't even a woman, as he remembered women, standing before him. All he could think of	LABEL_0	0.948685884
woman	1999	FIC	AngelDeath	  where men met to buy drugs, fire off occasional gunfire, or take a woman for a six-minute financial exchange. No one would argue that bulldozing the house might	LABEL_0	0.873134494
woman	1995	FIC	Ploughshares	  human perch. # Elna rushed forward with her face turned away, like a woman about to handle fire. She caught the cat by its fur and flung it	LABEL_0	0.985987604
woman	1999	FIC	FantasySciFi	  and it was for the memory of an aborted fetus. Lantanna had heard the woman whisper her request through the closed door on a dark and moonless night. "	LABEL_0	0.615514696
woman	1992	FIC	Omni	  is not so good, and no matter how cunning the prosthesis, a legless woman faces certain difficulties in finding lovers -- I prefer the uncomplicated greed of Egyptian men	LABEL_0	0.863497615
woman	1997	FIC	Play:HouseBernarda	  things. p. 39 ADELA They're forgiven everything. AMELIA To be born a woman is the worst punishment. MAGDALENA Not even our eyes belong to us. (	LABEL_0	0.989963353
woman	1993	FIC	FarriersLane	  You just remember you're the dog and I'm the master, " the woman mutters as Valerie passes them. It's all a matter of control. At	LABEL_0	0.702155352
woman	1998	FIC	FantasySciFi	  though, the ooga booga had been foolish this time out. Whatever that human woman had been, she was no unsuspecting beach type. She was costumed differently,	LABEL_0	0.978079677
woman	1991	FIC	FeministStud	  # THE FLOOZIE IN THE JACUZZI/ The Problematics of Culture and Identity for an Irish Woman # or # THE WHORE IN THE SEWER/ Intersextextual Inserts and Excerpts # or #	LABEL_0	0.983994365
woman	1995	FIC	FantasySciFi	  Mrs. Fairchild smiled, and for an instant, Moira could see the pretty young woman who had been, underneath the rather plain middle-aged woman that she was. #	LABEL_0	0.689725399
woman	1998	FIC	OneBetter	  . She had to appear as a woman with a man's strength and a woman's creativity. When the timer went off, Spice removed the roast from the	LABEL_0	0.813727915
woman	1992	FIC	Ploughshares	  " It's twenty below. " Burns put his arm out and around the woman. # " Do you know what happened to him? " he said to	LABEL_0	0.985424221
woman	1996	FIC	Ploughshares	  she was. If he and Bianca continued to sit by this fountain, the woman would eventually sidle over to them. The possibility was unbearable. # He held	LABEL_0	0.989365935
woman	1999	FIC	Mov:MusicHeart	  She finds the apartment and knocks. No response. She knocks again. OLD WOMAN (O.S.) Yeah? -- 94 -- ROBERTAI'm a school teacher. Henry	LABEL_0	0.985434055
woman	1998	FIC	Play:MisterOriginal	  card in hat, replaces hat, puts on strangle goggly eyeglasses.) FIRST WOMAN People call me Kansas Nebraska Bill Clinton. (Deposits card and goes out as	LABEL_0	0.982914031
woman	1995	FIC	Commentary	  as you've been all your life. What can the father of an intelligent woman hope but that she not make more than the allotted number of mistakes in a	LABEL_0	0.991126478
woman	1993	FIC	StrangeDevices	  shattered weeping of the woman in the dust rose in the air. " That woman's got to be completely crazy, " I said to Jacob. " Just	LABEL_0	0.994988859
woman	1995	FIC	Play:HungryWoman	  . You left her, didn't you? LUNA Who? MEDEA The other woman. LUNA Yes. MEDEA Not me, I'm not innocent. I am	LABEL_0	0.989531517
woman	1990	FIC	Ploughshares	  Stealing home, " he said. She was a marauder, slip of a woman in the flying night, stealing whatever she could, fingers tender and blind,	LABEL_0	0.986856163
woman	1995	FIC	FantasySciFi	  dead. " # Asha had never shared Clay's fondness for this domineering old woman. How could she, when circumstance had pitted them against each other from the	LABEL_0	0.985773623
woman	1992	FIC	Ploughshares	  here with her husband to retire, and then he died, and now the woman stays, alone and unknown, because the house is hers. # She calls	LABEL_0	0.985312045
woman	1995	FIC	ContempFic	  abandoning. I can now afford to admit that I was afraid of them. Woman is the only being on earth for whom the act of association is one long	LABEL_0	0.994748533
woman	1993	FIC	PlanetAdventure	  case... maybe thirty years ago, " asked Quinn, " young woman named Adeline Gibson, killed by her boy-friend? " The name obviously didn't	LABEL_0	0.988295078
woman	1992	FIC	SouthernRev	  got from merely being. A man had nothing like it. Labor was a woman's term, delivery a man's, said Mario. Among women, an	LABEL_0	0.977363944
woman	1998	FIC	SouthwestRev	  miracle water... " replied Seiyu, but before he could finish a woman's hand slapped him across the face. # " Miracle water, my ass	LABEL_0	0.970681727
woman	1998	FIC	Ploughshares	  At first, no one could bear to turn on a light. Then Proust Woman began to laugh nervously, and a bony woman in a Laura Ashley sundress switched	LABEL_0	0.986986816
woman	1998	FIC	FantasySciFi	  napkins from the table. As Bella stood before the fire, and the slight woman made a fuss of her, Tchaikov could see the swelling shape of the dog	LABEL_0	0.9521662
woman	1990	FIC	Ploughshares	  time. But she transferred him to the laundry room, and there a Hispanic woman recognized the name. # " But I'm sorry, she gone for the	LABEL_0	0.990538836
woman	1999	FIC	Ploughshares	  . She had been with her sister, and he had been with an overweight woman who had a star-shaped bruise on the back of one of her hands and was	LABEL_0	0.983537614
woman	1998	FIC	SouthernRev	  she called the Scary Room. They had once had a boarder, a middle-aged woman named Mrs. Hodge who smelled like disinfectant and Pepto-Bismol, who had died there.	LABEL_0	0.964564383
woman	1999	FIC	DeepBackground	  He hit the play button again and listened to the tape, fast-forwarding whenever the woman spoke. He watched the television, with the sound turned off. Chapter Two	LABEL_0	0.619663715
woman	1994	FIC	Iris	  . # I thought, and I said to myself, " I am a woman, a suffering woman. " I asked my neighbors if they were in as	LABEL_0	0.994158149
woman	1997	FIC	Ploughshares	  ? # The boy was my lover, if you want to know. The woman died, and the boy followed me until I took him home. He told	LABEL_0	0.920837641
woman	1991	FIC	Play:Cementville	  what you will. DANI I call it bullshit. DOTTIE CROCKER I want this woman out of the dressing room. BIGMAN For Christ sake, Dani, shut up	LABEL_0	0.994381726
woman	1993	FIC	Xanadu	  or flour. Ev'ry last one of you at least tried to have a colored woman? an' more than a few of' em is dead and buried because	LABEL_0	0.950389385
woman	1993	FIC	StainlessSteel	  No harm done in any case. The next patient was a thin, white-haired woman who began complaining as she came through the door. Did not stop even as	LABEL_0	0.605730295
woman	1998	FIC	CaseHasAltered	  of the Burne-Jones painting of Ophelia. But unlike the beautiful Ophelia, this young woman was anything but pretty. Her face was engorged and blackened with blood; the	LABEL_0	0.59003675
woman	1992	FIC	SouthernRev	  But he said, It ain't your home I want to go to, woman. I want to go back to Mrs. Hooker's Home. That's where	LABEL_0	0.550739706
woman	1992	FIC	HarpersMag	  a pair of skeletal men pulling on bell ropes. The page brushed against a woman's arm and spun into her vacated seat and Edgar slipped behind her in the	LABEL_0	0.991909921
woman	1995	FIC	FantasySciFi	  anything, when there is some commotion farther up the platform. It is a woman, her black dress is like smoke. She is running down the platform,	LABEL_0	0.538137257
woman	1995	FIC	Play:BurningDesires	  Diana has deserted me for a woman. MARLENE DIETRICH (V.O.) Not a woman, darling. A genius. Diana left you for the poet Sappho. Now	LABEL_0	0.943756402
